index,PRT_ID,AREA,INT_SQFT,DIST_MAINROAD,N_ROOM,SALE_COND,PARK_FACIL,DATE_BUILD,UTILITY_AVAIL,MZZONE,SALES_PRICE,PROPERTY_AGE,BUILDTYPE_commercial,BUILDTYPE_house,BUILDTYPE_others,AREA_INT_SQFT,AREA_N_ROOM
2008-05-29,P07990,3.0,835.0,165.0,3.0,1.0,0.0,1986-06-04,1.0,4.0,6444500.0,21.984941820670773,0.0,1.0,0.0,2505.0,9.0
2008-05-30,P07986,5.0,1574.0,138.0,4.0,2.0,1.0,1964-06-10,2.0,3.0,8287180.0,43.969883641341546,0.0,1.0,0.0,7870.0,20.0
2008-05-31,P07984,3.0,821.0,22.0,3.0,5.0,1.0,1999-06-03,2.0,4.0,8707750.0,8.993839835728952,0.0,1.0,0.0,2463.0,9.0
2008-06-01,P07982,5.0,1852.0,199.0,5.0,4.0,1.0,1994-06-05,1.0,3.0,14646780.0,13.990417522245037,1.0,0.0,0.0,9260.0,25.0
2008-06-02,P07980,5.0,1892.0,196.0,5.0,2.0,0.0,1959-06-15,1.0,5.0,10146980.0,48.96646132785763,0.0,0.0,1.0,9460.0,25.0
2008-06-03,P07978,2.0,861.0,153.0,3.0,5.0,1.0,2003-06-05,1.0,2.0,7587075.0,4.996577686516085,0.0,1.0,0.0,1722.0,6.0
2008-06-04,P08038,5.0,1754.0,127.0,4.0,3.0,1.0,1988-05-19,2.0,6.0,11905350.0,20.043805612594113,0.0,0.0,1.0,8770.0,20.0
2008-06-05,P07974,2.0,1153.0,122.0,3.0,4.0,0.0,1986-06-11,4.0,5.0,9814930.0,21.984941820670773,0.0,1.0,0.0,2306.0,6.0
2008-06-06,P07972,3.0,1091.0,42.0,3.0,4.0,1.0,1985-06-12,4.0,6.0,14893850.0,22.98425735797399,1.0,0.0,0.0,3273.0,9.0
2008-06-07,P07969,3.0,1016.0,52.0,3.0,3.0,1.0,1971-06-17,1.0,4.0,8078550.0,36.97467488021903,0.0,1.0,0.0,3048.0,9.0
2008-06-08,P07967,4.0,2442.0,71.0,6.0,3.0,0.0,1997-06-11,2.0,4.0,12588460.0,10.992470910335387,0.0,0.0,1.0,9768.0,24.0
2008-06-09,P08020,3.0,842.0,141.0,3.0,4.0,1.0,1998-05-22,1.0,5.0,9103100.0,10.050650239561945,0.0,1.0,0.0,2526.0,9.0
2008-06-10,P07962,3.0,1078.0,109.0,3.0,2.0,0.0,2001-06-12,4.0,6.0,8645250.0,6.995208761122519,0.0,1.0,0.0,3234.0,9.0
2008-06-11,P07958,3.0,1160.0,138.0,3.0,5.0,1.0,1978-06-19,4.0,4.0,9463900.0,29.97946611909651,0.0,0.0,1.0,3480.0,9.0
2008-06-12,P07954,3.0,880.0,144.0,3.0,2.0,1.0,1989-06-17,2.0,6.0,8604850.0,18.986995208761122,0.0,1.0,0.0,2640.0,9.0
2008-06-13,P07951,4.0,1657.0,63.0,4.0,5.0,0.0,1990-06-18,2.0,4.0,9367960.0,17.987679671457904,0.0,1.0,0.0,6628.0,16.0
2008-06-14,P07946,3.0,942.0,74.0,3.0,4.0,0.0,1982-06-21,1.0,4.0,7567040.0,25.982203969883642,0.0,0.0,1.0,2826.0,9.0
2008-06-15,P08005,4.0,1304.0,68.0,3.0,5.0,1.0,2003-05-27,2.0,6.0,10779980.0,5.054072553045859,0.0,0.0,1.0,5216.0,12.0
2008-06-16,P07940,5.0,1634.0,73.0,4.0,3.0,0.0,1992-06-20,4.0,4.0,9643920.0,15.989048596851472,0.0,0.0,1.0,8170.0,20.0
2008-06-17,P07937,3.0,763.0,13.0,2.0,2.0,0.0,1986-06-23,4.0,4.0,7036410.0,21.984941820670773,0.0,0.0,1.0,2289.0,6.0
2008-06-18,P07936,2.0,793.0,29.0,2.0,3.0,0.0,1998-06-21,1.0,2.0,9013550.0,9.99315537303217,1.0,0.0,0.0,1586.0,4.0
2008-06-19,P07933,2.0,605.0,60.0,2.0,3.0,1.0,1981-06-26,3.0,2.0,5722305.0,26.981519507186857,0.0,0.0,1.0,1210.0,4.0
2008-06-20,P07989,4.0,2198.0,153.0,5.0,1.0,0.0,2002-06-01,3.0,6.0,11302520.0,6.053388090349076,0.0,1.0,0.0,8792.0,20.0
2008-06-21,P07929,3.0,1229.0,20.0,4.0,3.0,0.0,1983-06-28,4.0,4.0,7946950.0,24.982888432580424,0.0,1.0,0.0,3687.0,12.0
2008-06-22,P07975,3.0,1050.0,195.0,3.0,4.0,1.0,1987-06-11,3.0,6.0,14414750.0,21.032169746748803,1.0,0.0,0.0,3150.0,9.0
2008-06-23,P07925,4.0,1668.0,14.0,4.0,3.0,0.0,1997-06-26,4.0,5.0,10044620.0,10.992470910335387,0.0,1.0,0.0,6672.0,16.0
2008-06-24,P07922,2.0,619.0,140.0,2.0,4.0,1.0,1973-07-03,1.0,5.0,7387625.0,34.97604380561259,0.0,0.0,1.0,1238.0,4.0
2008-06-25,P07917,2.0,914.0,185.0,3.0,1.0,0.0,1979-07-03,3.0,6.0,7895235.0,28.980150581793293,0.0,1.0,0.0,1828.0,6.0
2008-06-26,P07913,3.0,825.0,8.0,3.0,1.0,0.0,1987-07-02,2.0,6.0,7741750.0,20.985626283367555,0.0,1.0,0.0,2475.0,9.0
2008-06-27,P07908,2.0,928.0,93.0,3.0,1.0,0.0,1999-06-30,4.0,2.0,6997335.0,8.993839835728952,0.0,1.0,0.0,1856.0,6.0
2008-06-28,P07968,3.0,746.0,128.0,2.0,5.0,1.0,1989-06-12,2.0,6.0,8834250.0,19.044490075290895,0.0,1.0,0.0,2238.0,6.0
2008-06-29,P07904,3.0,786.0,21.0,2.0,4.0,0.0,1988-07-04,1.0,6.0,8185800.0,19.98631074606434,0.0,1.0,0.0,2358.0,6.0
2008-06-30,P07901,3.0,934.0,29.0,3.0,2.0,0.0,1994-07-04,3.0,4.0,7151680.0,13.990417522245037,0.0,0.0,1.0,2802.0,9.0
2008-07-01,P07893,3.0,797.0,144.0,2.0,4.0,0.0,1985-07-07,1.0,6.0,7142850.0,22.98425735797399,0.0,1.0,0.0,2391.0,6.0
2008-07-02,P07890,6.0,1698.0,76.0,4.0,1.0,0.0,1974-07-11,4.0,6.0,11527430.0,33.97672826830938,0.0,1.0,0.0,10188.0,24.0
2008-07-03,P07885,2.0,616.0,86.0,2.0,2.0,0.0,1971-07-13,2.0,2.0,5301855.0,36.97467488021903,0.0,0.0,1.0,1232.0,4.0
2008-07-04,P07883,4.0,1369.0,55.0,4.0,5.0,0.0,1978-07-12,3.0,6.0,9103800.0,29.97946611909651,0.0,1.0,0.0,5476.0,16.0
2008-07-05,P07881,6.0,1981.0,126.0,5.0,2.0,0.0,1989-07-10,3.0,5.0,20697180.0,18.986995208761122,1.0,0.0,0.0,11886.0,30.0
2008-07-06,P07879,7.0,1902.0,21.0,5.0,4.0,1.0,1980-07-13,3.0,4.0,13780420.0,27.980835044490075,0.0,0.0,1.0,13314.0,35.0
2008-07-07,P07876,3.0,1284.0,89.0,4.0,3.0,0.0,1976-07-15,1.0,5.0,8271200.0,31.978097193702943,0.0,1.0,0.0,3852.0,12.0
2008-07-08,P07868,2.0,632.0,32.0,2.0,5.0,1.0,1985-07-14,3.0,2.0,6859145.0,22.98425735797399,0.0,0.0,1.0,1264.0,4.0
2008-07-09,P07864,2.0,711.0,63.0,2.0,1.0,1.0,1987-07-15,4.0,2.0,8394815.0,20.985626283367555,1.0,0.0,0.0,1422.0,4.0
2008-07-10,P07862,4.0,1932.0,126.0,5.0,5.0,1.0,1996-07-13,2.0,4.0,12182280.0,11.991786447638603,0.0,0.0,1.0,7728.0,20.0
2008-07-11,P07853,2.0,1070.0,70.0,3.0,2.0,0.0,1975-07-20,2.0,4.0,7770395.0,32.97741273100616,0.0,1.0,0.0,2140.0,6.0
2008-07-12,P07851,2.0,1151.0,190.0,3.0,1.0,1.0,1996-07-15,4.0,2.0,7666980.0,11.991786447638603,0.0,1.0,0.0,2302.0,6.0
2008-07-13,P07850,4.0,2062.0,157.0,5.0,4.0,1.0,1988-07-18,4.0,4.0,10908000.0,19.98631074606434,0.0,1.0,0.0,8248.0,20.0
2008-07-14,P07848,2.0,642.0,72.0,2.0,3.0,1.0,1998-07-17,3.0,4.0,8121150.0,9.99315537303217,0.0,1.0,0.0,1284.0,4.0
2008-07-15,P07844,5.0,1647.0,62.0,4.0,4.0,0.0,1968-07-25,1.0,3.0,6866800.0,39.97262149212868,0.0,1.0,0.0,8235.0,20.0
2008-07-16,P07841,3.0,1159.0,120.0,3.0,1.0,0.0,1988-07-21,4.0,4.0,8025200.0,19.98631074606434,0.0,1.0,0.0,3477.0,9.0
2008-07-17,P07839,4.0,2211.0,49.0,5.0,3.0,0.0,1999-07-20,4.0,4.0,12053600.0,8.993839835728952,0.0,0.0,1.0,8844.0,20.0
2008-07-18,P07836,7.0,1515.0,63.0,4.0,3.0,0.0,1975-07-27,4.0,5.0,11415610.0,32.97741273100616,0.0,0.0,1.0,10605.0,28.0
2008-07-19,P07834,4.0,1308.0,197.0,3.0,1.0,1.0,1993-07-23,2.0,4.0,11861100.0,14.989733059548255,1.0,0.0,0.0,5232.0,12.0
2008-07-20,P07831,4.0,1625.0,100.0,4.0,5.0,1.0,1980-07-27,2.0,4.0,10232060.0,27.980835044490075,0.0,0.0,1.0,6500.0,16.0
2008-07-21,P07825,2.0,1260.0,89.0,4.0,1.0,0.0,1983-07-28,2.0,1.0,6922975.0,24.982888432580424,0.0,0.0,1.0,2520.0,8.0
2008-07-22,P07819,5.0,1682.0,75.0,4.0,4.0,1.0,1984-07-28,3.0,3.0,9234130.0,23.983572895277206,0.0,0.0,1.0,8410.0,20.0
2008-07-23,P07817,2.0,921.0,163.0,3.0,4.0,0.0,1998-07-26,4.0,3.0,7178250.0,9.99315537303217,0.0,0.0,1.0,1842.0,6.0
2008-07-24,P07812,3.0,715.0,178.0,2.0,1.0,1.0,1992-07-28,2.0,5.0,6960000.0,15.989048596851472,0.0,1.0,0.0,2145.0,6.0
2008-07-25,P07810,3.0,1198.0,113.0,3.0,3.0,0.0,1969-08-04,2.0,6.0,9020650.0,38.97330595482546,0.0,1.0,0.0,3594.0,9.0
2008-07-26,P07807,5.0,1989.0,133.0,5.0,5.0,0.0,1955-08-09,3.0,4.0,10976510.0,52.9637234770705,0.0,0.0,1.0,9945.0,25.0
2008-07-27,P07806,4.0,2057.0,131.0,5.0,4.0,1.0,1987-08-02,3.0,5.0,11396020.0,20.985626283367555,0.0,1.0,0.0,8228.0,20.0
2008-07-28,P07805,2.0,1048.0,165.0,3.0,2.0,1.0,1993-08-01,1.0,6.0,9531325.0,14.989733059548255,0.0,1.0,0.0,2096.0,6.0
2008-07-29,P07800,2.0,1116.0,0.0,3.0,3.0,0.0,2000-07-31,4.0,2.0,8072820.0,7.994524298425736,0.0,1.0,0.0,2232.0,6.0
2008-07-30,P07795,5.0,1742.0,147.0,4.0,1.0,0.0,1966-08-10,2.0,2.0,12834440.0,41.97125256673511,1.0,0.0,0.0,8710.0,20.0
2008-07-31,P07794,5.0,1956.0,98.0,5.0,2.0,1.0,1973-08-09,1.0,1.0,8676350.0,34.97604380561259,0.0,0.0,1.0,9780.0,25.0
2008-08-01,P07793,6.0,1549.0,173.0,4.0,3.0,1.0,1984-08-07,1.0,6.0,18531930.0,23.983572895277206,1.0,0.0,0.0,9294.0,24.0
2008-08-02,P07789,3.0,1233.0,24.0,4.0,3.0,0.0,1975-08-11,2.0,6.0,9817150.0,32.97741273100616,0.0,1.0,0.0,3699.0,12.0
2008-08-03,P07787,3.0,753.0,56.0,2.0,5.0,1.0,1968-08-13,4.0,6.0,9266600.0,39.97262149212868,0.0,1.0,0.0,2259.0,6.0
2008-08-04,P07782,2.0,1209.0,55.0,4.0,4.0,1.0,1989-08-09,3.0,5.0,10672285.0,18.986995208761122,0.0,1.0,0.0,2418.0,8.0
2008-08-05,P07781,2.0,600.0,96.0,2.0,4.0,1.0,1991-08-10,1.0,4.0,6826655.0,16.98836413415469,0.0,0.0,1.0,1200.0,4.0
2008-08-06,P07779,3.0,711.0,16.0,2.0,5.0,0.0,1991-08-11,4.0,4.0,9622550.0,16.98836413415469,1.0,0.0,0.0,2133.0,6.0
2008-08-07,P07773,3.0,1128.0,100.0,3.0,2.0,0.0,1995-08-11,4.0,5.0,9985710.0,12.991101984941821,0.0,0.0,1.0,3384.0,9.0
2008-08-08,P07770,2.0,916.0,32.0,3.0,4.0,1.0,1980-08-15,1.0,1.0,5847520.0,27.980835044490075,0.0,1.0,0.0,1832.0,6.0
2008-08-09,P07767,3.0,706.0,53.0,2.0,3.0,1.0,1970-08-19,2.0,4.0,7169720.0,37.973990417522245,0.0,0.0,1.0,2118.0,6.0
2008-08-10,P07764,4.0,1722.0,197.0,4.0,1.0,0.0,1989-08-15,4.0,6.0,9795980.0,18.986995208761122,0.0,1.0,0.0,6888.0,16.0
2008-08-11,P07755,3.0,791.0,178.0,2.0,3.0,1.0,2003-08-13,1.0,6.0,8747420.0,4.996577686516085,0.0,0.0,1.0,2373.0,6.0
2008-08-12,P07751,2.0,1185.0,60.0,3.0,2.0,0.0,1995-08-16,4.0,1.0,6922495.0,12.991101984941821,0.0,0.0,1.0,2370.0,6.0
2008-08-13,P07745,2.0,604.0,105.0,2.0,2.0,1.0,1981-08-20,2.0,6.0,9000305.0,26.981519507186857,0.0,0.0,1.0,1208.0,4.0
2008-08-14,P07744,6.0,1704.0,74.0,4.0,2.0,1.0,1989-08-19,4.0,6.0,13989080.0,18.986995208761122,0.0,1.0,0.0,10224.0,24.0
2008-08-15,P07742,6.0,1639.0,80.0,4.0,4.0,1.0,1992-08-19,1.0,4.0,11333220.0,15.989048596851472,0.0,1.0,0.0,9834.0,24.0
2008-08-16,P07735,3.0,711.0,168.0,2.0,4.0,0.0,1993-08-20,2.0,4.0,7104320.0,14.989733059548255,0.0,0.0,1.0,2133.0,6.0
2008-08-17,P07732,4.0,1910.0,166.0,5.0,4.0,1.0,1999-08-20,3.0,6.0,12343180.0,8.993839835728952,0.0,1.0,0.0,7640.0,20.0
2008-08-18,P07731,4.0,1437.0,15.0,4.0,2.0,0.0,1986-08-24,4.0,4.0,9059580.0,21.984941820670773,0.0,0.0,1.0,5748.0,16.0
2008-08-19,P07725,3.0,962.0,20.0,3.0,5.0,1.0,1993-08-23,2.0,4.0,12288650.0,14.989733059548255,1.0,0.0,0.0,2886.0,9.0
2008-08-20,P07724,4.0,2070.0,40.0,5.0,1.0,1.0,1991-08-25,3.0,5.0,11772340.0,16.98836413415469,0.0,1.0,0.0,8280.0,20.0
2008-08-21,P07720,2.0,691.0,76.0,2.0,2.0,0.0,1977-08-29,1.0,4.0,5499565.0,30.978781656399725,0.0,1.0,0.0,1382.0,4.0
2008-08-22,P07790,4.0,2366.0,81.0,6.0,3.0,1.0,1979-08-10,3.0,6.0,12763380.0,29.034907597535934,0.0,1.0,0.0,9464.0,24.0
2008-08-23,P07790,4.0,2366.0,81.0,6.0,3.0,1.0,1979-08-10,3.0,6.0,12763380.0,29.034907597535934,0.0,1.0,0.0,9464.0,24.0
2008-08-24,P07713,3.0,723.0,178.0,2.0,2.0,1.0,1993-08-28,2.0,6.0,10659650.0,14.989733059548255,1.0,0.0,0.0,2169.0,6.0
2008-08-25,P07711,6.0,1656.0,56.0,4.0,3.0,1.0,1991-08-30,3.0,6.0,14920370.0,16.98836413415469,0.0,0.0,1.0,9936.0,24.0
2008-08-26,P07780,4.0,1702.0,18.0,4.0,3.0,1.0,1992-08-10,3.0,5.0,15596520.0,16.043805612594113,1.0,0.0,0.0,6808.0,16.0
2008-08-27,P07778,3.0,1101.0,67.0,3.0,4.0,1.0,1990-08-11,3.0,6.0,10178870.0,18.04517453798768,0.0,0.0,1.0,3303.0,9.0
2008-08-28,P07704,3.0,1063.0,43.0,3.0,1.0,0.0,2004-08-29,2.0,4.0,8215400.0,3.997262149212868,0.0,1.0,0.0,3189.0,9.0
2008-08-29,P07699,3.0,812.0,81.0,3.0,1.0,1.0,2003-08-31,4.0,6.0,9663350.0,4.996577686516085,0.0,1.0,0.0,2436.0,9.0
2008-08-30,P07696,3.0,778.0,187.0,2.0,5.0,0.0,1987-09-05,2.0,4.0,9094750.0,20.985626283367555,1.0,0.0,0.0,2334.0,6.0
2008-08-31,P07693,3.0,919.0,61.0,3.0,4.0,0.0,1980-09-07,4.0,4.0,10180400.0,27.980835044490075,1.0,0.0,0.0,2757.0,9.0
2008-09-01,P07689,3.0,1007.0,46.0,3.0,4.0,0.0,1988-09-06,2.0,4.0,7456590.0,19.98631074606434,0.0,0.0,1.0,3021.0,9.0
2008-09-02,P07686,3.0,937.0,137.0,3.0,2.0,0.0,1996-09-05,3.0,6.0,9037200.0,11.991786447638603,0.0,1.0,0.0,2811.0,9.0
2008-09-03,P07683,3.0,735.0,4.0,2.0,5.0,1.0,2001-09-05,1.0,6.0,10007400.0,6.995208761122519,0.0,0.0,1.0,2205.0,6.0
2008-09-04,P07680,4.0,1380.0,81.0,4.0,4.0,1.0,1997-09-07,4.0,6.0,11400820.0,10.992470910335387,0.0,0.0,1.0,5520.0,16.0
2008-09-05,P07678,4.0,1337.0,95.0,4.0,1.0,0.0,1993-09-09,3.0,6.0,9786440.0,14.989733059548255,0.0,0.0,1.0,5348.0,16.0
2008-09-06,P07668,5.0,1563.0,179.0,4.0,2.0,0.0,1973-09-15,1.0,2.0,6087100.0,34.97604380561259,0.0,1.0,0.0,7815.0,20.0
2008-09-07,P07667,3.0,768.0,130.0,2.0,5.0,1.0,1997-09-10,3.0,6.0,10300610.0,10.992470910335387,0.0,0.0,1.0,2304.0,6.0
2008-09-08,P07660,5.0,1643.0,8.0,4.0,4.0,1.0,1957-09-21,2.0,3.0,8657220.0,50.965092402464066,0.0,0.0,1.0,8215.0,20.0
2008-09-09,P07659,4.0,1990.0,149.0,5.0,5.0,0.0,2002-09-11,2.0,4.0,10652120.0,5.9958932238193015,0.0,1.0,0.0,7960.0,20.0
2008-09-10,P07658,3.0,941.0,55.0,3.0,3.0,1.0,1979-09-18,3.0,6.0,12303350.0,28.980150581793293,1.0,0.0,0.0,2823.0,9.0
2008-09-11,P07654,5.0,1998.0,91.0,5.0,2.0,1.0,1972-09-20,4.0,1.0,9346520.0,35.97535934291581,0.0,1.0,0.0,9990.0,25.0
2008-09-12,P07650,2.0,692.0,62.0,2.0,4.0,1.0,1971-09-22,4.0,4.0,10381355.0,36.97467488021903,1.0,0.0,0.0,1384.0,4.0
2008-09-13,P07642,2.0,878.0,105.0,3.0,5.0,1.0,1995-09-17,3.0,3.0,11160095.0,12.991101984941821,1.0,0.0,0.0,1756.0,6.0
2008-09-14,P07640,5.0,1729.0,17.0,4.0,4.0,1.0,1975-09-23,4.0,4.0,11157010.0,32.97741273100616,0.0,0.0,1.0,8645.0,20.0
2008-09-15,P07636,3.0,763.0,124.0,2.0,1.0,1.0,1995-09-19,4.0,6.0,11726550.0,12.991101984941821,1.0,0.0,0.0,2289.0,6.0
2008-09-16,P07629,2.0,1135.0,124.0,3.0,3.0,0.0,1993-09-20,4.0,2.0,8699125.0,14.989733059548255,0.0,0.0,1.0,2270.0,6.0
2008-09-17,P07623,3.0,1238.0,132.0,4.0,4.0,0.0,1974-09-26,1.0,6.0,9345900.0,33.97672826830938,0.0,1.0,0.0,3714.0,12.0
2008-09-18,P07620,2.0,615.0,98.0,2.0,5.0,1.0,1980-09-25,1.0,3.0,7700720.0,27.980835044490075,0.0,0.0,1.0,1230.0,4.0
2008-09-19,P07618,5.0,1706.0,105.0,4.0,4.0,1.0,1962-10-01,1.0,6.0,15990020.0,45.96851471594798,1.0,0.0,0.0,8530.0,20.0
2008-09-20,P07616,6.0,1880.0,174.0,5.0,4.0,0.0,1988-09-25,2.0,5.0,20562600.0,19.98631074606434,1.0,0.0,0.0,11280.0,30.0
2008-09-21,P07611,3.0,787.0,148.0,2.0,4.0,0.0,1970-10-01,2.0,6.0,7916100.0,37.973990417522245,0.0,1.0,0.0,2361.0,6.0
2008-09-22,P07607,4.0,2176.0,28.0,5.0,3.0,0.0,1997-09-25,2.0,5.0,11751940.0,10.992470910335387,0.0,0.0,1.0,8704.0,20.0
2008-09-23,P07606,2.0,1098.0,50.0,3.0,1.0,1.0,1991-09-28,4.0,4.0,9647855.0,16.98836413415469,0.0,1.0,0.0,2196.0,6.0
2008-09-24,P07599,5.0,1683.0,26.0,4.0,3.0,0.0,1978-10-02,1.0,3.0,8581000.0,29.97946611909651,0.0,0.0,1.0,8415.0,20.0
2008-09-25,P07598,4.0,1479.0,199.0,4.0,2.0,0.0,1986-10-01,4.0,4.0,8495640.0,21.984941820670773,0.0,1.0,0.0,5916.0,16.0
2008-09-26,P07586,2.0,812.0,180.0,3.0,3.0,0.0,1978-10-04,4.0,3.0,6285850.0,29.97946611909651,0.0,0.0,1.0,1624.0,6.0
2008-09-27,P07581,2.0,1167.0,193.0,3.0,3.0,0.0,1973-10-06,4.0,3.0,7904525.0,34.97604380561259,0.0,1.0,0.0,2334.0,6.0
2008-09-28,P07579,3.0,715.0,39.0,2.0,4.0,1.0,1981-10-05,3.0,5.0,7300250.0,26.981519507186857,0.0,1.0,0.0,2145.0,6.0
2008-09-29,P07573,3.0,1051.0,66.0,3.0,4.0,0.0,1989-10-04,2.0,5.0,9310120.0,18.986995208761122,0.0,0.0,1.0,3153.0,9.0
2008-09-30,P07569,4.0,1465.0,11.0,4.0,5.0,0.0,1999-10-03,2.0,6.0,10148180.0,8.993839835728952,0.0,1.0,0.0,5860.0,16.0
2008-10-01,P07565,4.0,2370.0,58.0,6.0,3.0,1.0,1979-10-09,4.0,4.0,18893580.0,28.980150581793293,1.0,0.0,0.0,9480.0,24.0
2008-10-02,P07564,4.0,2193.0,35.0,5.0,5.0,1.0,1984-10-08,2.0,6.0,13491940.0,23.983572895277206,0.0,0.0,1.0,8772.0,20.0
2008-10-03,P07561,2.0,1153.0,120.0,3.0,4.0,0.0,1978-10-11,1.0,4.0,8929150.0,29.97946611909651,0.0,0.0,1.0,2306.0,6.0
2008-10-04,P07556,2.0,967.0,194.0,3.0,1.0,1.0,1973-10-13,1.0,1.0,10008525.0,34.97604380561259,1.0,0.0,0.0,1934.0,6.0
2008-10-05,P07553,6.0,1627.0,50.0,4.0,3.0,0.0,1988-10-10,4.0,5.0,12093600.0,19.98631074606434,0.0,1.0,0.0,9762.0,24.0
2008-10-06,P07551,4.0,2122.0,2.0,5.0,3.0,0.0,1988-10-11,3.0,6.0,17155600.0,19.98631074606434,1.0,0.0,0.0,8488.0,20.0
2008-10-07,P07550,6.0,1806.0,68.0,5.0,4.0,1.0,1976-10-15,4.0,4.0,19730040.0,31.978097193702943,1.0,0.0,0.0,10836.0,30.0
2008-10-08,P07547,3.0,707.0,148.0,2.0,3.0,1.0,1997-10-11,2.0,4.0,7191840.0,10.992470910335387,0.0,0.0,1.0,2121.0,6.0
2008-10-09,P07543,7.0,1643.0,128.0,4.0,5.0,1.0,1972-10-18,1.0,4.0,18946420.0,35.97535934291581,1.0,0.0,0.0,11501.0,28.0
2008-10-10,P07538,5.0,1541.0,42.0,4.0,2.0,0.0,1963-10-22,4.0,1.0,5574400.0,44.969199178644764,0.0,1.0,0.0,7705.0,20.0
2008-10-11,P07534,3.0,818.0,11.0,3.0,5.0,1.0,1982-10-18,3.0,6.0,9701100.0,25.982203969883642,0.0,1.0,0.0,2454.0,9.0
2008-10-12,P07613,4.0,2075.0,6.0,5.0,3.0,0.0,1979-09-29,4.0,4.0,10696080.0,29.037645448323065,0.0,0.0,1.0,8300.0,20.0
2008-10-13,P07528,3.0,756.0,35.0,2.0,5.0,1.0,1997-10-16,1.0,6.0,8441250.0,10.992470910335387,0.0,1.0,0.0,2268.0,6.0
2008-10-14,P07521,5.0,1514.0,67.0,4.0,4.0,1.0,1968-10-24,4.0,2.0,7932350.0,39.97262149212868,0.0,0.0,1.0,7570.0,20.0
2008-10-15,P07520,4.0,1789.0,4.0,5.0,5.0,1.0,2000-10-17,4.0,5.0,11874360.0,7.994524298425736,0.0,1.0,0.0,7156.0,20.0
2008-10-16,P07519,4.0,1414.0,9.0,4.0,4.0,1.0,2002-10-18,3.0,4.0,10332200.0,5.9958932238193015,0.0,0.0,1.0,5656.0,16.0
2008-10-17,P07511,2.0,632.0,99.0,2.0,3.0,1.0,1980-10-24,4.0,6.0,11719720.0,27.980835044490075,1.0,0.0,0.0,1264.0,4.0
2008-10-18,P07509,3.0,1272.0,85.0,4.0,4.0,0.0,1998-10-21,2.0,5.0,10030140.0,9.99315537303217,0.0,0.0,1.0,3816.0,12.0
2008-10-19,P07506,2.0,1152.0,183.0,3.0,5.0,1.0,1998-10-22,2.0,1.0,8235750.0,9.99315537303217,0.0,0.0,1.0,2304.0,6.0
2008-10-20,P07503,2.0,741.0,157.0,2.0,2.0,0.0,1982-10-27,3.0,2.0,8861290.0,25.982203969883642,1.0,0.0,0.0,1482.0,4.0
2008-10-21,P07501,3.0,916.0,109.0,3.0,3.0,0.0,1992-10-25,4.0,5.0,7319800.0,15.989048596851472,0.0,1.0,0.0,2748.0,9.0
2008-10-22,P07496,3.0,1280.0,180.0,4.0,1.0,1.0,1982-10-29,2.0,6.0,15311500.0,25.982203969883642,1.0,0.0,0.0,3840.0,12.0
2008-10-23,P07494,4.0,2134.0,167.0,5.0,2.0,1.0,1987-10-29,2.0,5.0,12856900.0,20.985626283367555,0.0,0.0,1.0,8536.0,20.0
2008-10-24,P07488,5.0,1630.0,78.0,4.0,1.0,0.0,1984-10-30,4.0,1.0,7279480.0,23.983572895277206,0.0,1.0,0.0,8150.0,20.0
2008-10-25,P07487,4.0,2194.0,73.0,5.0,1.0,0.0,2002-10-27,3.0,4.0,16805520.0,5.9958932238193015,1.0,0.0,0.0,8776.0,20.0
2008-10-26,P07481,2.0,1081.0,85.0,3.0,2.0,0.0,1978-11-03,4.0,2.0,6190150.0,29.97946611909651,0.0,1.0,0.0,2162.0,6.0
2008-10-27,P07478,5.0,1820.0,140.0,5.0,2.0,1.0,1977-11-04,3.0,3.0,9606220.0,30.978781656399725,0.0,0.0,1.0,9100.0,25.0
2008-10-28,P07477,3.0,800.0,15.0,2.0,2.0,1.0,1994-11-01,1.0,4.0,7959100.0,13.990417522245037,0.0,0.0,1.0,2400.0,6.0
2008-10-29,P07546,2.0,1188.0,47.0,3.0,2.0,1.0,1992-10-12,2.0,3.0,14196640.0,16.046543463381244,1.0,0.0,0.0,2376.0,6.0
2008-10-30,P07471,7.0,1852.0,174.0,5.0,1.0,0.0,1976-11-07,1.0,5.0,20301890.0,31.978097193702943,1.0,0.0,0.0,12964.0,35.0
2008-10-31,P07467,5.0,1773.0,87.0,4.0,3.0,0.0,1992-11-04,1.0,2.0,7840470.0,15.989048596851472,0.0,1.0,0.0,8865.0,20.0
2008-11-01,P07466,4.0,1859.0,54.0,5.0,5.0,1.0,1980-11-08,2.0,4.0,16018960.0,27.980835044490075,1.0,0.0,0.0,7436.0,20.0
2008-11-02,P07529,3.0,1002.0,60.0,3.0,4.0,0.0,1972-10-22,2.0,5.0,11515200.0,36.030116358658454,1.0,0.0,0.0,3006.0,9.0
2008-11-03,P07459,2.0,688.0,14.0,2.0,3.0,0.0,1970-11-13,4.0,3.0,5688470.0,37.973990417522245,0.0,0.0,1.0,1376.0,4.0
2008-11-04,P07454,3.0,1093.0,51.0,3.0,3.0,0.0,1996-11-07,3.0,6.0,8750400.0,11.991786447638603,0.0,1.0,0.0,3279.0,9.0
2008-11-05,P07449,5.0,1652.0,138.0,4.0,1.0,1.0,1960-11-17,3.0,4.0,9463960.0,47.96714579055441,0.0,1.0,0.0,8260.0,20.0
